YEAR,APPRAISED IMPROVEMENTS,APPRAISED LAND,APPRAISED TOTAL,ASSESSED IMPROVEMENTS,ASSESSED LAND, ASSESSED TOTAL,ADDRESS,URL,SALE DATE,SALE PRICE,MODEL,STYLE,LIVING AREA,LAND AREA(SF),NBHD,STORIES,ROOMS,BEDROOMS,BATHS,HALF BATHS
2016,$435800,$338300,$774100,$435800,$338300,$774100,47 OLD RD TO 9 ACRE COR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4052,09/03/2015,$865000.00,Residential,Colonial,1974,34681,30,2 Stories,7,3 Bedrooms,1,1
2018,$305200,$396000,$701200,$305200,$396000,$701200,14 UNION ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4086,01/18/2013,$575000.00,Residential,Old Style,1728,6760,24,1.75,8,4 Bedrooms,1,1
2017,$283200,$363200,$646400,$283200,$363200,$646400,14 UNION ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4086,01/18/2013,$575000.00,Residential,Old Style,1728,6760,24,1.75,8,4 Bedrooms,1,1
2016,$223300,$363200,$586500,$223300,$363200,$586500,14 UNION ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4086,01/18/2013,$575000.00,Residential,Old Style,1728,6760,24,1.75,8,4 Bedrooms,1,1
2018,$252300,$391900,$644200,$252300,$391900,$644200,8 UNION ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4087,12/20/2013,$565000.00,Residential,Old Style,1320,5983,24,1 3/4 Stories,,3 Bedrooms,1,0
2017,$257000,$359400,$616400,$257000,$359400,$616400,8 UNION ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4087,12/20/2013,$565000.00,Residential,Old Style,1320,5983,24,1 3/4 Stories,,3 Bedrooms,1,0
2016,$223400,$359400,$582800,$223400,$359400,$582800,8 UNION ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4087,12/20/2013,$565000.00,Residential,Old Style,1320,5983,24,1 3/4 Stories,,3 Bedrooms,1,0
2018,$201000,$394100,$595100,$201000,$394100,$595100,2 UNION ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4088,04/15/2011,$410000.00,Residential,Cape Cod,1496,6405,24,1.75,6,3 Bedrooms,2,0
2017,$214300,$361500,$575800,$214300,$361500,$575800,2 UNION ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4088,04/15/2011,$410000.00,Residential,Cape Cod,1496,6405,24,1.75,6,3 Bedrooms,2,0
2016,$190900,$361500,$552400,$190900,$361500,$552400,2 UNION ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4088,04/15/2011,$410000.00,Residential,Cape Cod,1496,6405,24,1.75,6,3 Bedrooms,2,0
2018,$162900,$423600,$586500,$162900,$423600,$586500,261 SUDBURY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4111,02/17/2016,$527500.00,Residential,Cape Cod,1143,20000,28,1 1/2 Stories,6,3 Bedrooms,1,0
2017,$162900,$403400,$566300,$162900,$403400,$566300,261 SUDBURY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4111,02/17/2016,$527500.00,Residential,Cape Cod,1143,20000,28,1 1/2 Stories,6,3 Bedrooms,1,0
2016,$141500,$403400,$544900,$141500,$403400,$544900,261 SUDBURY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4111,02/17/2016,$527500.00,Residential,Cape Cod,1143,20000,28,1 1/2 Stories,6,3 Bedrooms,1,0
2018,$304900,$419600,$724500,$304900,$419600,$724500,270 SUDBURY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4171,07/07/2015,$738000.00,Residential,Ranch,1537,19374,28,1 Story,5 Rooms,3 Bedrooms,2,0
2017,$279100,$399600,$678700,$279100,$399600,$678700,270 SUDBURY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4171,07/07/2015,$738000.00,Residential,Ranch,1537,19374,28,1 Story,5 Rooms,3 Bedrooms,2,0
2016,$213800,$399600,$613400,$213800,$399600,$613400,270 SUDBURY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4171,07/07/2015,$738000.00,Residential,Ranch,1537,19374,28,1 Story,5 Rooms,3 Bedrooms,2,0
2018,$228200,$390400,$618600,$228200,$390400,$618600,11 DANA RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4206,09/16/2016,$716500.00,Residential,Cape Cod,1607,14792,28,1 3/4 Stories,6,3 Bedrooms,2,0
2017,$205800,$371800,$577600,$205800,$371800,$577600,11 DANA RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4206,09/16/2016,$716500.00,Residential,Cape Cod,1607,14792,28,1 3/4 Stories,6,3 Bedrooms,2,0
2016,$185100,$371800,$556900,$185100,$371800,$556900,11 DANA RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4206,09/16/2016,$716500.00,Residential,Cape Cod,1607,14792,28,1 3/4 Stories,6,3 Bedrooms,2,0
2018,$248400,$339100,$587500,$248400,$339100,$587500,13 BROOKS ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4247,09/25/2015,$640000.00,Residential,Old Style,1404,5445,28,2 Stories,6,3 Bedrooms,2,1
2017,$252400,$322900,$575300,$252400,$322900,$575300,13 BROOKS ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4247,09/25/2015,$640000.00,Residential,Old Style,1404,5445,28,2 Stories,6,3 Bedrooms,2,1
2016,$221700,$322900,$544600,$221700,$322900,$544600,13 BROOKS ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4247,09/25/2015,$640000.00,Residential,Old Style,1404,5445,28,2 Stories,6,3 Bedrooms,2,1
2018,$248700,$339100,$587800,$248700,$339100,$587800,15 BROOKS ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4248,10/23/2015,$575000.00,Residential,Old Style,1498,5445,28,2 Stories,,3 Bedrooms,2,0
2017,$253500,$322900,$576400,$253500,$322900,$576400,15 BROOKS ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4248,10/23/2015,$575000.00,Residential,Old Style,1498,5445,28,2 Stories,,3 Bedrooms,2,0
2016,$226000,$322900,$548900,$226000,$322900,$548900,15 BROOKS ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4248,10/23/2015,$575000.00,Residential,Old Style,1498,5445,28,2 Stories,,3 Bedrooms,2,0
2018,$218000,$409800,$627800,$218000,$409800,$627800,135 ELSINORE ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4268,11/01/2013,$595000.00,Residential,Ranch,1416,17841,28,1 Story,,4 Bedrooms,2,0
2017,$193100,$390300,$583400,$193100,$390300,$583400,135 ELSINORE ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4268,11/01/2013,$595000.00,Residential,Ranch,1416,17841,28,1 Story,,4 Bedrooms,2,0
2016,$164500,$390300,$554800,$164500,$390300,$554800,135 ELSINORE ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4268,11/01/2013,$595000.00,Residential,Ranch,1416,17841,28,1 Story,,4 Bedrooms,2,0
2018,$304100,$534600,$838700,$304100,$534600,$838700,61 LAUREL ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4310,06/28/2012,$815000.00,Residential,Cape Cod,1979,15663,24,2 Stories,,4 Bedrooms,2,0
2017,$304100,$490300,$794400,$304100,$490300,$794400,61 LAUREL ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4310,06/28/2012,$815000.00,Residential,Cape Cod,1979,15663,24,2 Stories,,4 Bedrooms,2,0
2016,$279200,$490300,$769500,$279200,$490300,$769500,61 LAUREL ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4310,06/28/2012,$815000.00,Residential,Cape Cod,1979,15663,24,2 Stories,,4 Bedrooms,2,0
2018,$292200,$360500,$652700,$292200,$360500,$652700,349 WALDEN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4314,04/10/2014,$547000.00,Residential,Old Style,1559,28000,22,2 Stories,6 Rooms,3 Bedrooms,2,0
2017,$298900,$343400,$642300,$298900,$343400,$642300,349 WALDEN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4314,04/10/2014,$547000.00,Residential,Old Style,1559,28000,22,2 Stories,6 Rooms,3 Bedrooms,2,0
2016,$274000,$308100,$582100,$274000,$308100,$582100,349 WALDEN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4314,04/10/2014,$547000.00,Residential,Old Style,1559,28000,22,2 Stories,6 Rooms,3 Bedrooms,2,0
2018,$242300,$477600,$719900,$242300,$477600,$719900,462 THOREAU ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4322,02/10/2017,$705000.00,Residential,Old Style,1708,33522,28,1 1/2 Stories,6,4 Bedrooms,2,0
2017,$243400,$454800,$698200,$243400,$454800,$698200,462 THOREAU ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4322,02/10/2017,$705000.00,Residential,Old Style,1708,33522,28,1 1/2 Stories,6,4 Bedrooms,2,0
2016,$221600,$454800,$676400,$221600,$454800,$676400,462 THOREAU ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4322,02/10/2017,$705000.00,Residential,Old Style,1708,33522,28,1 1/2 Stories,6,4 Bedrooms,2,0
2018,$242300,$477600,$719900,$242300,$477600,$719900,462 THOREAU ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4322,05/13/2015,$590000.00,Residential,Old Style,1708,33522,28,1 1/2 Stories,6,4 Bedrooms,2,0
2017,$243400,$454800,$698200,$243400,$454800,$698200,462 THOREAU ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4322,05/13/2015,$590000.00,Residential,Old Style,1708,33522,28,1 1/2 Stories,6,4 Bedrooms,2,0
2016,$221600,$454800,$676400,$221600,$454800,$676400,462 THOREAU ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4322,05/13/2015,$590000.00,Residential,Old Style,1708,33522,28,1 1/2 Stories,6,4 Bedrooms,2,0
2018,$327300,$488300,$815600,$327300,$488300,$815600,454 CAMBRIDGE TPKE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4370,12/23/2014,$600000.00,Residential,Rsd Rnch/Splt Lvl,1817,40436,28,1 Story,9,4 Bedrooms,3,0
2017,$315600,$465100,$780700,$315600,$465100,$780700,454 CAMBRIDGE TPKE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4370,12/23/2014,$600000.00,Residential,Rsd Rnch/Splt Lvl,1817,40436,28,1 Story,9,4 Bedrooms,3,0
2016,$339000,$465100,$804100,$339000,$465100,$804100,454 CAMBRIDGE TPKE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4370,12/23/2014,$600000.00,Residential,Rsd Rnch/Splt Lvl,1817,40436,28,1 Story,9,4 Bedrooms,3,0
2018,$171400,$491100,$662500,$171400,$491100,$662500,439 CAMBRIDGE TPKE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4378,07/17/2013,$538300.00,Residential,Rsd Rnch/Splt Lvl,1117,44792,28,1 Story,7,3 Bedrooms,2,
2017,$165400,$467700,$633100,$165400,$467700,$633100,439 CAMBRIDGE TPKE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4378,07/17/2013,$538300.00,Residential,Rsd Rnch/Splt Lvl,1117,44792,28,1 Story,7,3 Bedrooms,2,
2016,$154100,$467700,$621800,$154100,$467700,$621800,439 CAMBRIDGE TPKE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4378,07/17/2013,$538300.00,Residential,Rsd Rnch/Splt Lvl,1117,44792,28,1 Story,7,3 Bedrooms,2,
2018,$178000,$383100,$561100,$178000,$383100,$561100,649 CAMBRIDGE TPKE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4408,11/06/2014,$465000.00,Residential,Colonial,1820,44792,22,2,6 Rooms,4 Bedrooms,2,0
2017,$187100,$364800,$551900,$187100,$364800,$551900,649 CAMBRIDGE TPKE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4408,11/06/2014,$465000.00,Residential,Colonial,1820,44792,22,2,6 Rooms,4 Bedrooms,2,0
2016,$178400,$327400,$505800,$178400,$327400,$505800,649 CAMBRIDGE TPKE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4408,11/06/2014,$465000.00,Residential,Colonial,1820,44792,22,2,6 Rooms,4 Bedrooms,2,0
2018,$195500,$382600,$578100,$195500,$382600,$578100,571 CAMBRIDGE TPKE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4410,04/11/2011,$494900.00,Residential,Ranch,1296,43920,22,1 Story,,2 Bedrooms,3,
2017,$173700,$364400,$538100,$173700,$364400,$538100,571 CAMBRIDGE TPKE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4410,04/11/2011,$494900.00,Residential,Ranch,1296,43920,22,1 Story,,2 Bedrooms,3,
2016,$158200,$327000,$485200,$158200,$327000,$485200,571 CAMBRIDGE TPKE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4410,04/11/2011,$494900.00,Residential,Ranch,1296,43920,22,1 Story,,2 Bedrooms,3,
2018,$199600,$383300,$582900,$199600,$383300,$582900,537 CAMBRIDGE TPKE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4414,07/21/2016,$675000.00,Residential,Ranch,1188,45227,22,1 Story,6,3 Bedrooms,2,0
2017,$177800,$365000,$542800,$177800,$365000,$542800,537 CAMBRIDGE TPKE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4414,07/21/2016,$675000.00,Residential,Ranch,1188,45227,22,1 Story,6,3 Bedrooms,2,0
2016,$150500,$327600,$478100,$150500,$327600,$478100,537 CAMBRIDGE TPKE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4414,07/21/2016,$675000.00,Residential,Ranch,1188,45227,22,1 Story,6,3 Bedrooms,2,0
2018,$260200,$345600,$605800,$260200,$345600,$605800,59 NORTH BRANCH RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4452,06/20/2016,$634000.00,Residential,Rsd Rnch/Splt Lvl,1513,48750,29,1 Story,8,3 Bedrooms,2,1
2017,$250600,$310300,$560900,$250600,$310300,$560900,59 NORTH BRANCH RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4452,06/20/2016,$634000.00,Residential,Rsd Rnch/Splt Lvl,1513,48750,29,1 Story,8,3 Bedrooms,2,1
2016,$259700,$310300,$570000,$259700,$310300,$570000,59 NORTH BRANCH RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4452,06/20/2016,$634000.00,Residential,Rsd Rnch/Splt Lvl,1513,48750,29,1 Story,8,3 Bedrooms,2,1
2018,$347100,$342800,$689900,$347100,$342800,$689900,35 NORTH BRANCH RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4454,10/17/2012,$620000.00,Residential,Colonial,1938,42651,29,2 Stories,8,4 Bedrooms,2,1
2017,$370400,$307800,$678200,$370400,$307800,$678200,35 NORTH BRANCH RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4454,10/17/2012,$620000.00,Residential,Colonial,1938,42651,29,2 Stories,8,4 Bedrooms,2,1
2016,$363500,$307800,$671300,$363500,$307800,$671300,35 NORTH BRANCH RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4454,10/17/2012,$620000.00,Residential,Colonial,1938,42651,29,2 Stories,8,4 Bedrooms,2,1
2018,$278100,$342600,$620700,$278100,$342600,$620700,23 NORTH BRANCH RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4455,07/30/2014,$530000.00,Residential,Colonial,1568,42216,29,2 Stories,7 Rooms,3 Bedrooms,1,2
2017,$278100,$307700,$585800,$278100,$307700,$585800,23 NORTH BRANCH RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4455,07/30/2014,$530000.00,Residential,Colonial,1568,42216,29,2 Stories,7 Rooms,3 Bedrooms,1,2
2016,$266700,$307700,$574400,$266700,$307700,$574400,23 NORTH BRANCH RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4455,07/30/2014,$530000.00,Residential,Colonial,1568,42216,29,2 Stories,7 Rooms,3 Bedrooms,1,2
2018,$234400,$296500,$530900,$234400,$296500,$530900,9 BROOK TRAIL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4478,07/30/2013,$495000.00,Residential,Rsd Rnch/Splt Lvl,1248,20000,29,1 Story,6,3 Bedrooms,1,1
2017,$225600,$266200,$491800,$225600,$266200,$491800,9 BROOK TRAIL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4478,07/30/2013,$495000.00,Residential,Rsd Rnch/Splt Lvl,1248,20000,29,1 Story,6,3 Bedrooms,1,1
2016,$209700,$266200,$475900,$209700,$266200,$475900,9 BROOK TRAIL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4478,07/30/2013,$495000.00,Residential,Rsd Rnch/Splt Lvl,1248,20000,29,1 Story,6,3 Bedrooms,1,1
2018,$314200,$299100,$613300,$314200,$299100,$613300,26 BROOK TRAIL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4493,04/26/2017,$652300.00,Residential,Colonial,1918,24356,29,2,,3 Bedrooms,2,1
2017,$311600,$268500,$580100,$311600,$268500,$580100,26 BROOK TRAIL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4493,04/26/2017,$652300.00,Residential,Colonial,1918,24356,29,2,,3 Bedrooms,2,1
2016,$307200,$268500,$575700,$307200,$268500,$575700,26 BROOK TRAIL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4493,04/26/2017,$652300.00,Residential,Colonial,1918,24356,29,2,,3 Bedrooms,2,1
2018,$163200,$302500,$465700,$163200,$302500,$465700,1958 MAIN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4497,03/31/2016,$484500.00,Residential,Ranch,1102,21761,29,1 Story,5,3 Bedrooms,1,0
2017,$154500,$271600,$426100,$154500,$271600,$426100,1958 MAIN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4497,03/31/2016,$484500.00,Residential,Ranch,1102,21761,29,1 Story,5,3 Bedrooms,1,0
2016,$127600,$271600,$399200,$127600,$271600,$399200,1958 MAIN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4497,03/31/2016,$484500.00,Residential,Ranch,1102,21761,29,1 Story,5,3 Bedrooms,1,0
2018,$165500,$296900,$462400,$165500,$296900,$462400,1920 MAIN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4500,09/19/2016,$500000.00,Residential,Ranch,1022,20100,29,1 Story,9,2 Bedrooms,1,0
2017,$155800,$266500,$422300,$155800,$266500,$422300,1920 MAIN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4500,09/19/2016,$500000.00,Residential,Ranch,1022,20100,29,1 Story,9,2 Bedrooms,1,0
2016,$129300,$266500,$395800,$129300,$266500,$395800,1920 MAIN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4500,09/19/2016,$500000.00,Residential,Ranch,1022,20100,29,1 Story,9,2 Bedrooms,1,0
2018,$198600,$261600,$460200,$198600,$261600,$460200,1887 MAIN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4544,07/16/2012,$400000.00,Residential,Ranch,1120,12178,29,1 Story,,3 Bedrooms,1,0
2017,$175400,$235000,$410400,$175400,$235000,$410400,1887 MAIN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4544,07/16/2012,$400000.00,Residential,Ranch,1120,12178,29,1 Story,,3 Bedrooms,1,0
2016,$145800,$235000,$380800,$145800,$235000,$380800,1887 MAIN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4544,07/16/2012,$400000.00,Residential,Ranch,1120,12178,29,1 Story,,3 Bedrooms,1,0
2018,$269500,$312700,$582200,$269500,$312700,$582200,29 EDGEWOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4548,08/14/2015,$682000.00,Residential,Cape Cod,1616,24792,29,1.75,7,3 Bedrooms,2,
2017,$245300,$280800,$526100,$245300,$280800,$526100,29 EDGEWOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4548,08/14/2015,$682000.00,Residential,Cape Cod,1616,24792,29,1.75,7,3 Bedrooms,2,
2016,$223000,$280800,$503800,$223000,$280800,$503800,29 EDGEWOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4548,08/14/2015,$682000.00,Residential,Cape Cod,1616,24792,29,1.75,7,3 Bedrooms,2,
2018,$269500,$312700,$582200,$269500,$312700,$582200,29 EDGEWOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4548,05/30/2013,$530000.00,Residential,Cape Cod,1616,24792,29,1.75,7,3 Bedrooms,2,
2017,$245300,$280800,$526100,$245300,$280800,$526100,29 EDGEWOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4548,05/30/2013,$530000.00,Residential,Cape Cod,1616,24792,29,1.75,7,3 Bedrooms,2,
2016,$223000,$280800,$503800,$223000,$280800,$503800,29 EDGEWOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4548,05/30/2013,$530000.00,Residential,Cape Cod,1616,24792,29,1.75,7,3 Bedrooms,2,
2018,$263200,$342300,$605500,$263200,$342300,$605500,91 HAYWARD MILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4555,03/01/2012,$424900.00,Residential,Cape Cod,1260,28712,29,1.5,5,2 Bedrooms,2,0
2017,$233000,$307300,$540300,$233000,$307300,$540300,91 HAYWARD MILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4555,03/01/2012,$424900.00,Residential,Cape Cod,1260,28712,29,1.5,5,2 Bedrooms,2,0
2016,$212400,$307300,$519700,$212400,$307300,$519700,91 HAYWARD MILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4555,03/01/2012,$424900.00,Residential,Cape Cod,1260,28712,29,1.5,5,2 Bedrooms,2,0
2018,$220200,$379900,$600100,$220200,$379900,$600100,127 HAYWARD MILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4559,01/08/2016,$644500.00,Residential,Contemp/Modern,1622,29583,29,2 Stories,,2 Bedrooms,1,1
2017,$216400,$341100,$557500,$216400,$341100,$557500,127 HAYWARD MILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4559,01/08/2016,$644500.00,Residential,Contemp/Modern,1622,29583,29,2 Stories,,2 Bedrooms,1,1
2016,$163800,$341100,$504900,$163800,$341100,$504900,127 HAYWARD MILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4559,01/08/2016,$644500.00,Residential,Contemp/Modern,1622,29583,29,2 Stories,,2 Bedrooms,1,1
2018,$219900,$349100,$569000,$219900,$349100,$569000,28 RIDGEWOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4596,01/18/2017,$580000.00,Residential,Ranch,1324,56590,29,1 Story,,3 Bedrooms,2,0
2017,$203900,$313400,$517300,$203900,$313400,$517300,28 RIDGEWOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4596,01/18/2017,$580000.00,Residential,Ranch,1324,56590,29,1 Story,,3 Bedrooms,2,0
2016,$174500,$313400,$487900,$174500,$313400,$487900,28 RIDGEWOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4596,01/18/2017,$580000.00,Residential,Ranch,1324,56590,29,1 Story,,3 Bedrooms,2,0
2018,$260900,$391300,$652200,$260900,$391300,$652200,574 HARRINGTON AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4627,11/04/2015,$630000.00,Residential,Cape Cod,1638,41780,30,1.75,6,4 Bedrooms,2,0
2017,$260900,$363400,$624300,$260900,$363400,$624300,574 HARRINGTON AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4627,11/04/2015,$630000.00,Residential,Cape Cod,1638,41780,30,1.75,6,4 Bedrooms,2,0
2016,$245500,$363400,$608900,$245500,$363400,$608900,574 HARRINGTON AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4627,11/04/2015,$630000.00,Residential,Cape Cod,1638,41780,30,1.75,6,4 Bedrooms,2,0
2018,$308900,$359100,$668000,$308900,$359100,$668000,34 LAPHAM RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4634,08/13/2014,$760000.00,Residential,Rsd Rnch/Splt Lvl,1372,25227,30,1 Story,9,4 Bedrooms,3,0
2017,$299400,$333400,$632800,$299400,$333400,$632800,34 LAPHAM RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4634,08/13/2014,$760000.00,Residential,Rsd Rnch/Splt Lvl,1372,25227,30,1 Story,9,4 Bedrooms,3,0
2016,$306000,$333400,$639400,$306000,$333400,$639400,34 LAPHAM RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4634,08/13/2014,$760000.00,Residential,Rsd Rnch/Splt Lvl,1372,25227,30,1 Story,9,4 Bedrooms,3,0
2018,$376700,$343900,$720600,$376700,$343900,$720600,88 MINISTERIAL DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4641,05/30/2017,$910500.00,Residential,Rsd Rnch/Splt Lvl,1712,21307,30,1 Story,6,3 Bedrooms,3,0
2017,$362900,$319300,$682200,$362900,$319300,$682200,88 MINISTERIAL DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4641,05/30/2017,$910500.00,Residential,Rsd Rnch/Splt Lvl,1712,21307,30,1 Story,6,3 Bedrooms,3,0
2016,$382500,$319300,$701800,$382500,$319300,$701800,88 MINISTERIAL DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4641,05/30/2017,$910500.00,Residential,Rsd Rnch/Splt Lvl,1712,21307,30,1 Story,6,3 Bedrooms,3,0
2018,$376700,$343900,$720600,$376700,$343900,$720600,88 MINISTERIAL DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4641,07/15/2014,$746000.00,Residential,Rsd Rnch/Splt Lvl,1712,21307,30,1 Story,6,3 Bedrooms,3,0
2017,$362900,$319300,$682200,$362900,$319300,$682200,88 MINISTERIAL DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4641,07/15/2014,$746000.00,Residential,Rsd Rnch/Splt Lvl,1712,21307,30,1 Story,6,3 Bedrooms,3,0
2016,$382500,$319300,$701800,$382500,$319300,$701800,88 MINISTERIAL DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4641,07/15/2014,$746000.00,Residential,Rsd Rnch/Splt Lvl,1712,21307,30,1 Story,6,3 Bedrooms,3,0
2018,$230200,$342200,$572400,$230200,$342200,$572400,6 LORING RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4643,06/19/2015,$555000.00,Residential,Rsd Rnch/Splt Lvl,1294,20871,30,1 Story,,3 Bedrooms,1,1
2017,$227400,$317800,$545200,$227400,$317800,$545200,6 LORING RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4643,06/19/2015,$555000.00,Residential,Rsd Rnch/Splt Lvl,1294,20871,30,1 Story,,3 Bedrooms,1,1
