YEAR,APPRAISED IMPROVEMENTS,APPRAISED LAND,APPRAISED TOTAL,ASSESSED IMPROVEMENTS,ASSESSED LAND, ASSESSED TOTAL,ADDRESS,URL,SALE DATE,SALE PRICE,MODEL,STYLE,LIVING AREA,LAND AREA(SF),NBHD,STORIES,ROOMS,BEDROOMS,BATHS,HALF BATHS
2018,$372600,$385600,$758200,$372600,$385600,$758200,212 SILVER HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=146,03/16/2017,$790000.00,Residential,Colonial,1812,36250,25,1.75,5,2 Bedrooms,1,1
2017,$378600,$394800,$773400,$378600,$394800,$773400,212 SILVER HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=146,03/16/2017,$790000.00,Residential,Colonial,1812,36250,25,1.75,5,2 Bedrooms,1,1
2016,$368800,$376400,$745200,$368800,$376400,$745200,212 SILVER HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=146,03/16/2017,$790000.00,Residential,Colonial,1812,36250,25,1.75,5,2 Bedrooms,1,1
2018,$361900,$393300,$755200,$361900,$393300,$755200,178 SILVER HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=147,02/25/2013,$700000.00,Residential,Ranch,1959,45660,25,1 Story,7,3 Bedrooms,2,1
2017,$320100,$402700,$722800,$320100,$402700,$722800,178 SILVER HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=147,02/25/2013,$700000.00,Residential,Ranch,1959,45660,25,1 Story,7,3 Bedrooms,2,1
2016,$288700,$384000,$672700,$288700,$384000,$672700,178 SILVER HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=147,02/25/2013,$700000.00,Residential,Ranch,1959,45660,25,1 Story,7,3 Bedrooms,2,1
2018,$212300,$394000,$606300,$212300,$394000,$606300,45 WHIPPOORWILL LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=278,03/31/2011,$534000.00,Residential,Rsd Rnch/Splt Lvl,1252,46970,25,1 Story,7,3 Bedrooms,2,0
2017,$204400,$403400,$607800,$204400,$403400,$607800,45 WHIPPOORWILL LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=278,03/31/2011,$534000.00,Residential,Rsd Rnch/Splt Lvl,1252,46970,25,1 Story,7,3 Bedrooms,2,0
2016,$205300,$384600,$589900,$205300,$384600,$589900,45 WHIPPOORWILL LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=278,03/31/2011,$534000.00,Residential,Rsd Rnch/Splt Lvl,1252,46970,25,1 Story,7,3 Bedrooms,2,0
2018,$271100,$391300,$662400,$271100,$391300,$662400,49 WHIPPOORWILL LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=279,10/01/2012,$592500.00,Residential,Colonial,1640,41742,25,2 Stories,6,3 Bedrooms,1,1
2017,$271100,$400600,$671700,$271100,$400600,$671700,49 WHIPPOORWILL LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=279,10/01/2012,$592500.00,Residential,Colonial,1640,41742,25,2 Stories,6,3 Bedrooms,1,1
2016,$267300,$382000,$649300,$267300,$382000,$649300,49 WHIPPOORWILL LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=279,10/01/2012,$592500.00,Residential,Colonial,1640,41742,25,2 Stories,6,3 Bedrooms,1,1
2018,$271100,$391300,$662400,$271100,$391300,$662400,49 WHIPPOORWILL LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=279,07/29/2011,$587000.00,Residential,Colonial,1640,41742,25,2 Stories,6,3 Bedrooms,1,1
2017,$271100,$400600,$671700,$271100,$400600,$671700,49 WHIPPOORWILL LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=279,07/29/2011,$587000.00,Residential,Colonial,1640,41742,25,2 Stories,6,3 Bedrooms,1,1
2016,$267300,$382000,$649300,$267300,$382000,$649300,49 WHIPPOORWILL LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=279,07/29/2011,$587000.00,Residential,Colonial,1640,41742,25,2 Stories,6,3 Bedrooms,1,1
2018,$410100,$409500,$819600,$410100,$409500,$819600,40 WHIPPOORWILL LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=281,06/27/2014,$739000.00,Residential,Colonial,1800,69185,25,2 Stories,7,4 Bedrooms,3,1
2017,$396500,$419300,$815800,$396500,$419300,$815800,40 WHIPPOORWILL LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=281,06/27/2014,$739000.00,Residential,Colonial,1800,69185,25,2 Stories,7,4 Bedrooms,3,1
2016,$329300,$399800,$729100,$329300,$399800,$729100,40 WHIPPOORWILL LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=281,06/27/2014,$739000.00,Residential,Colonial,1800,69185,25,2 Stories,7,4 Bedrooms,3,1
2018,$306000,$380400,$686400,$306000,$380400,$686400,909 LOWELL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=454,08/31/2017,$630000.00,Residential,Old Style,1844,32200,25,2 Stories,8,4 Bedrooms,1,1
2017,$313200,$389400,$702600,$313200,$389400,$702600,909 LOWELL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=454,08/31/2017,$630000.00,Residential,Old Style,1844,32200,25,2 Stories,8,4 Bedrooms,1,1
2016,$288100,$371300,$659400,$288100,$371300,$659400,909 LOWELL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=454,08/31/2017,$630000.00,Residential,Old Style,1844,32200,25,2 Stories,8,4 Bedrooms,1,1
2018,$284300,$341600,$625900,$284300,$341600,$625900,43 COMMERFORD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=500,02/25/2011,$484000.00,Residential,Ranch,1620,40000,29,1 Story,9,4 Bedrooms,3,0
2017,$251700,$306800,$558500,$251700,$306800,$558500,43 COMMERFORD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=500,02/25/2011,$484000.00,Residential,Ranch,1620,40000,29,1 Story,9,4 Bedrooms,3,0
2016,$227900,$306800,$534700,$227900,$306800,$534700,43 COMMERFORD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=500,02/25/2011,$484000.00,Residential,Ranch,1620,40000,29,1 Story,9,4 Bedrooms,3,0
2018,$440100,$426100,$866200,$440100,$426100,$866200,518 ANNURSNAC HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=512,08/11/2015,$859000.00,Residential,Rsd Rnch/Splt Lvl,1728,75700,21,1 Story,1,6 Bedrooms,2,1
2017,$424100,$420800,$844900,$424100,$420800,$844900,518 ANNURSNAC HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=512,08/11/2015,$859000.00,Residential,Rsd Rnch/Splt Lvl,1728,75700,21,1 Story,1,6 Bedrooms,2,1
2016,$447900,$420800,$868700,$447900,$420800,$868700,518 ANNURSNAC HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=512,08/11/2015,$859000.00,Residential,Rsd Rnch/Splt Lvl,1728,75700,21,1 Story,1,6 Bedrooms,2,1
2018,$309900,$413900,$723800,$309900,$413900,$723800,466 ANNURSNAC HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=514,07/01/2016,$750000.00,Residential,Contemp/Modern,1749,63180,21,2,8,3 Bedrooms,3,1
2017,$437400,$408600,$846000,$437400,$408600,$846000,466 ANNURSNAC HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=514,07/01/2016,$750000.00,Residential,Contemp/Modern,1749,63180,21,2,8,3 Bedrooms,3,1
2016,$392700,$408600,$801300,$392700,$408600,$801300,466 ANNURSNAC HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=514,07/01/2016,$750000.00,Residential,Contemp/Modern,1749,63180,21,2,8,3 Bedrooms,3,1
2018,$330500,$410200,$740700,$330500,$410200,$740700,57 WHITS END RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=519,04/04/2014,$675000.00,Residential,Contemp/Modern,1773,58860,21,1 Story,,3 Bedrooms,3,0
2017,$353200,$404900,$758100,$353200,$404900,$758100,57 WHITS END RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=519,04/04/2014,$675000.00,Residential,Contemp/Modern,1773,58860,21,1 Story,,3 Bedrooms,3,0
2016,$319000,$404900,$723900,$319000,$404900,$723900,57 WHITS END RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=519,04/04/2014,$675000.00,Residential,Contemp/Modern,1773,58860,21,1 Story,,3 Bedrooms,3,0
2018,$350200,$406200,$756400,$350200,$406200,$756400,295 ANNURSNAC HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=532,07/25/2012,$691000.00,Residential,Rsd Rnch/Splt Lvl,1613,51300,21,1 Story,9,4 Bedrooms,2,1
2017,$337100,$400900,$738000,$337100,$400900,$738000,295 ANNURSNAC HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=532,07/25/2012,$691000.00,Residential,Rsd Rnch/Splt Lvl,1613,51300,21,1 Story,9,4 Bedrooms,2,1
2016,$354300,$400900,$755200,$354300,$400900,$755200,295 ANNURSNAC HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=532,07/25/2012,$691000.00,Residential,Rsd Rnch/Splt Lvl,1613,51300,21,1 Story,9,4 Bedrooms,2,1
2018,$298300,$406000,$704300,$298300,$406000,$704300,103 TEMPLE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=580,06/01/2012,$523500.00,Residential,Rsd Rnch/Splt Lvl,1768,51000,21,1 Story,9,4 Bedrooms,1,2
2017,$287100,$400800,$687900,$287100,$400800,$687900,103 TEMPLE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=580,06/01/2012,$523500.00,Residential,Rsd Rnch/Splt Lvl,1768,51000,21,1 Story,9,4 Bedrooms,1,2
2016,$302800,$400800,$703600,$302800,$400800,$703600,103 TEMPLE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=580,06/01/2012,$523500.00,Residential,Rsd Rnch/Splt Lvl,1768,51000,21,1 Story,9,4 Bedrooms,1,2
2018,$474500,$447400,$921900,$474500,$447400,$921900,66 TEMPLE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=594,11/17/2014,$1038000.00,Residential,Rsd Rnch/Splt Lvl,1985,52324,21,1 Story,8,3 Bedrooms,3,0
2017,$456900,$441600,$898500,$456900,$441600,$898500,66 TEMPLE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=594,11/17/2014,$1038000.00,Residential,Rsd Rnch/Splt Lvl,1985,52324,21,1 Story,8,3 Bedrooms,3,0
2016,$484900,$441600,$926500,$484900,$441600,$926500,66 TEMPLE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=594,11/17/2014,$1038000.00,Residential,Rsd Rnch/Splt Lvl,1985,52324,21,1 Story,8,3 Bedrooms,3,0
2018,$523300,$400600,$923900,$523300,$400600,$923900,90 INDIAN SPRING RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=633,11/15/2016,$1000000.00,Residential,Rsd Rnch/Splt Lvl,1792,59602,25,1 Story,8,4 Bedrooms,3,0
2017,$504900,$410000,$914900,$504900,$410000,$914900,90 INDIAN SPRING RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=633,11/15/2016,$1000000.00,Residential,Rsd Rnch/Splt Lvl,1792,59602,25,1 Story,8,4 Bedrooms,3,0
2016,$535200,$390900,$926100,$535200,$390900,$926100,90 INDIAN SPRING RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=633,11/15/2016,$1000000.00,Residential,Rsd Rnch/Splt Lvl,1792,59602,25,1 Story,8,4 Bedrooms,3,0
2018,$208900,$366500,$575400,$208900,$366500,$575400,177 MONSEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=753,12/09/2011,$500000.00,Residential,Ranch,1380,29583,22,1 Story,,3 Bedrooms,1,1
2017,$184600,$349000,$533600,$184600,$349000,$533600,177 MONSEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=753,12/09/2011,$500000.00,Residential,Ranch,1380,29583,22,1 Story,,3 Bedrooms,1,1
2016,$155900,$313200,$469100,$155900,$313200,$469100,177 MONSEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=753,12/09/2011,$500000.00,Residential,Ranch,1380,29583,22,1 Story,,3 Bedrooms,1,1
2018,$187700,$376900,$564600,$187700,$376900,$564600,165 MONSEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=754,05/19/2017,$600000.00,Residential,Ranch,1040,36988,22,1 Story,5,3 Bedrooms,2,0
2017,$166800,$358900,$525700,$166800,$358900,$525700,165 MONSEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=754,05/19/2017,$600000.00,Residential,Ranch,1040,36988,22,1 Story,5,3 Bedrooms,2,0
2016,$140100,$322100,$462200,$140100,$322100,$462200,165 MONSEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=754,05/19/2017,$600000.00,Residential,Ranch,1040,36988,22,1 Story,5,3 Bedrooms,2,0
2018,$232600,$330400,$563000,$232600,$330400,$563000,592 OLD BEDFORD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=759,04/23/2014,$583000.00,Residential,Colonial,1600,20000,22,2 Stories,,3 Bedrooms,1,1
2017,$232600,$314700,$547300,$232600,$314700,$547300,592 OLD BEDFORD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=759,04/23/2014,$583000.00,Residential,Colonial,1600,20000,22,2 Stories,,3 Bedrooms,1,1
2016,$233400,$282400,$515800,$233400,$282400,$515800,592 OLD BEDFORD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=759,04/23/2014,$583000.00,Residential,Colonial,1600,20000,22,2 Stories,,3 Bedrooms,1,1
2018,$159000,$341900,$500900,$159000,$341900,$500900,74 MINOT RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=775,02/15/2013,$470000.00,Residential,Rsd Rnch/Splt Lvl,960,23049,22,1 Story,6,3 Bedrooms,1,0
2017,$153000,$325600,$478600,$153000,$325600,$478600,74 MINOT RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=775,02/15/2013,$470000.00,Residential,Rsd Rnch/Splt Lvl,960,23049,22,1 Story,6,3 Bedrooms,1,0
2016,$148700,$292200,$440900,$148700,$292200,$440900,74 MINOT RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=775,02/15/2013,$470000.00,Residential,Rsd Rnch/Splt Lvl,960,23049,22,1 Story,6,3 Bedrooms,1,0
2018,$173300,$330400,$503700,$173300,$330400,$503700,31 MINOT RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=792,01/15/2015,$437000.00,Residential,Rsd Rnch/Splt Lvl,960,20000,22,1 Story,0,3 Bedrooms,1,0
2017,$166800,$314700,$481500,$166800,$314700,$481500,31 MINOT RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=792,01/15/2015,$437000.00,Residential,Rsd Rnch/Splt Lvl,960,20000,22,1 Story,0,3 Bedrooms,1,0
2016,$163100,$282400,$445500,$163100,$282400,$445500,31 MINOT RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=792,01/15/2015,$437000.00,Residential,Rsd Rnch/Splt Lvl,960,20000,22,1 Story,0,3 Bedrooms,1,0
2018,$214300,$309100,$523400,$214300,$309100,$523400,17 BLACK DUCK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=813,10/30/2013,$522500.00,Residential,Colonial,1470,15710,22,2 Stories,7,4 Bedrooms,1,1
2017,$214300,$294400,$508700,$214300,$294400,$508700,17 BLACK DUCK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=813,10/30/2013,$522500.00,Residential,Colonial,1470,15710,22,2 Stories,7,4 Bedrooms,1,1
2016,$199700,$264200,$463900,$199700,$264200,$463900,17 BLACK DUCK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=813,10/30/2013,$522500.00,Residential,Colonial,1470,15710,22,2 Stories,7,4 Bedrooms,1,1
2018,$326700,$311300,$638000,$326700,$311300,$638000,39 MALLARD DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=823,11/18/2016,$669000.00,Residential,Colonial,1839,16160,22,2 Stories,,4 Bedrooms,1,1
2017,$292700,$296500,$589200,$292700,$296500,$589200,39 MALLARD DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=823,11/18/2016,$669000.00,Residential,Colonial,1839,16160,22,2 Stories,,4 Bedrooms,1,1
2016,$286500,$266100,$552600,$286500,$266100,$552600,39 MALLARD DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=823,11/18/2016,$669000.00,Residential,Colonial,1839,16160,22,2 Stories,,4 Bedrooms,1,1
2018,$235400,$371400,$606800,$235400,$371400,$606800,61 BLACK DUCK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=828,05/15/2012,$465000.00,Residential,Rsd Rnch/Splt Lvl,1296,32632,22,1 Story,8,3 Bedrooms,2,1
2017,$226700,$353700,$580400,$226700,$353700,$580400,61 BLACK DUCK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=828,05/15/2012,$465000.00,Residential,Rsd Rnch/Splt Lvl,1296,32632,22,1 Story,8,3 Bedrooms,2,1
2016,$228300,$317400,$545700,$228300,$317400,$545700,61 BLACK DUCK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=828,05/15/2012,$465000.00,Residential,Rsd Rnch/Splt Lvl,1296,32632,22,1 Story,8,3 Bedrooms,2,1
2018,$120900,$341600,$462500,$120900,$341600,$462500,16-18 COMMERFORD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=847,09/28/2015,$480000.00,Residential,2 Family,1042,40000,29,1 1/2 Stories,,4 Bedrooms,2,0
2017,$120900,$306800,$427700,$120900,$306800,$427700,16-18 COMMERFORD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=847,09/28/2015,$480000.00,Residential,2 Family,1042,40000,29,1 1/2 Stories,,4 Bedrooms,2,0
2016,$120900,$306800,$427700,$120900,$306800,$427700,16-18 COMMERFORD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=847,09/28/2015,$480000.00,Residential,2 Family,1042,40000,29,1 1/2 Stories,,4 Bedrooms,2,0
2018,$342600,$313400,$656000,$342600,$313400,$656000,86 GROVE ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=866,11/12/2015,$575000.00,Residential,Old Style,1776,15000,30,2 Stories,7,3 Bedrooms,1,1
2017,$350500,$291000,$641500,$350500,$291000,$641500,86 GROVE ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=866,11/12/2015,$575000.00,Residential,Old Style,1776,15000,30,2 Stories,7,3 Bedrooms,1,1
2016,$301800,$291000,$592800,$301800,$291000,$592800,86 GROVE ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=866,11/12/2015,$575000.00,Residential,Old Style,1776,15000,30,2 Stories,7,3 Bedrooms,1,1
2018,$297500,$408800,$706300,$297500,$408800,$706300,24 COLLEGE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=937,03/08/2017,$595486.00,Residential,Rsd Rnch/Splt Lvl,1196,56250,21,1 Story,7,4 Bedrooms,2,0
2017,$291800,$403500,$695300,$291800,$403500,$695300,24 COLLEGE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=937,03/08/2017,$595486.00,Residential,Rsd Rnch/Splt Lvl,1196,56250,21,1 Story,7,4 Bedrooms,2,0
2016,$300000,$403500,$703500,$300000,$403500,$703500,24 COLLEGE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=937,03/08/2017,$595486.00,Residential,Rsd Rnch/Splt Lvl,1196,56250,21,1 Story,7,4 Bedrooms,2,0
2018,$351900,$1008400,$1360300,$351900,$1008400,$1360300,82 ESTABROOK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1024,03/21/2011,$985000.00,Residential,Cape Cod,1784,86970,26,1 3/4 Stories,,3 Bedrooms,2,0
2017,$351900,$981000,$1332900,$351900,$981000,$1332900,82 ESTABROOK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1024,03/21/2011,$985000.00,Residential,Cape Cod,1784,86970,26,1 3/4 Stories,,3 Bedrooms,2,0
2016,$332600,$1087200,$1419800,$332600,$1087200,$1419800,82 ESTABROOK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1024,03/21/2011,$985000.00,Residential,Cape Cod,1784,86970,26,1 3/4 Stories,,3 Bedrooms,2,0
2018,$160000,$359900,$519900,$160000,$359900,$519900,63 PRESCOTT RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1110,05/12/2017,$450000.00,Residential,Ranch,1100,27841,22,1 Story,6,3 Bedrooms,1,0
2017,$141700,$342800,$484500,$141700,$342800,$484500,63 PRESCOTT RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1110,05/12/2017,$450000.00,Residential,Ranch,1100,27841,22,1 Story,6,3 Bedrooms,1,0
2016,$114600,$307600,$422200,$114600,$307600,$422200,63 PRESCOTT RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1110,05/12/2017,$450000.00,Residential,Ranch,1100,27841,22,1 Story,6,3 Bedrooms,1,0
2018,$257400,$330400,$587800,$257400,$330400,$587800,55 ARROWHEAD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1117,07/18/2017,$680000.00,Residential,Ranch,1653,20000,22,1 Story,7,3 Bedrooms,1,1
2017,$225000,$314700,$539700,$225000,$314700,$539700,55 ARROWHEAD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1117,07/18/2017,$680000.00,Residential,Ranch,1653,20000,22,1 Story,7,3 Bedrooms,1,1
2016,$194500,$282400,$476900,$194500,$282400,$476900,55 ARROWHEAD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1117,07/18/2017,$680000.00,Residential,Ranch,1653,20000,22,1 Story,7,3 Bedrooms,1,1
2018,$257400,$330400,$587800,$257400,$330400,$587800,55 ARROWHEAD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1117,12/05/2014,$485000.00,Residential,Ranch,1653,20000,22,1 Story,7,3 Bedrooms,1,1
2017,$225000,$314700,$539700,$225000,$314700,$539700,55 ARROWHEAD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1117,12/05/2014,$485000.00,Residential,Ranch,1653,20000,22,1 Story,7,3 Bedrooms,1,1
2016,$194500,$282400,$476900,$194500,$282400,$476900,55 ARROWHEAD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1117,12/05/2014,$485000.00,Residential,Ranch,1653,20000,22,1 Story,7,3 Bedrooms,1,1
2018,$240000,$333700,$573700,$240000,$333700,$573700,46 ARROWHEAD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1120,09/26/2013,$549000.00,Residential,Colonial,1665,20871,22,2 Stories,8,4 Bedrooms,2,0
2017,$240000,$317800,$557800,$240000,$317800,$557800,46 ARROWHEAD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1120,09/26/2013,$549000.00,Residential,Colonial,1665,20871,22,2 Stories,8,4 Bedrooms,2,0
2016,$227400,$285200,$512600,$227400,$285200,$512600,46 ARROWHEAD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1120,09/26/2013,$549000.00,Residential,Colonial,1665,20871,22,2 Stories,8,4 Bedrooms,2,0
2018,$277800,$338600,$616400,$277800,$338600,$616400,36 ARROWHEAD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1121,12/16/2011,$482000.00,Residential,Rsd Rnch/Splt Lvl,1934,22178,22,2 Stories,6,4 Bedrooms,2,0
2017,$267300,$322500,$589800,$267300,$322500,$589800,36 ARROWHEAD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1121,12/16/2011,$482000.00,Residential,Rsd Rnch/Splt Lvl,1934,22178,22,2 Stories,6,4 Bedrooms,2,0
2016,$276500,$289400,$565900,$276500,$289400,$565900,36 ARROWHEAD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1121,12/16/2011,$482000.00,Residential,Rsd Rnch/Splt Lvl,1934,22178,22,2 Stories,6,4 Bedrooms,2,0
2018,$191000,$369700,$560700,$191000,$369700,$560700,153 MINUTEMAN DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1137,07/27/2015,$531499.00,Residential,Rsd Rnch/Splt Lvl,1369,31326,22,1 1/2 Stories,6 Rooms,3 Bedrooms,1,1
2017,$183800,$352100,$535900,$183800,$352100,$535900,153 MINUTEMAN DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1137,07/27/2015,$531499.00,Residential,Rsd Rnch/Splt Lvl,1369,31326,22,1 1/2 Stories,6 Rooms,3 Bedrooms,1,1
2016,$182700,$316000,$498700,$182700,$316000,$498700,153 MINUTEMAN DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1137,07/27/2015,$531499.00,Residential,Rsd Rnch/Splt Lvl,1369,31326,22,1 1/2 Stories,6 Rooms,3 Bedrooms,1,1
2018,$252100,$332100,$584200,$252100,$332100,$584200,26 MINUTEMAN DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1153,02/16/2011,$500000.00,Residential,Rsd Rnch/Splt Lvl,1370,20436,22,1.5,7,4 Bedrooms,2,0
2017,$248400,$316200,$564600,$248400,$316200,$564600,26 MINUTEMAN DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1153,02/16/2011,$500000.00,Residential,Rsd Rnch/Splt Lvl,1370,20436,22,1.5,7,4 Bedrooms,2,0
2016,$249000,$283800,$532800,$249000,$283800,$532800,26 MINUTEMAN DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1153,02/16/2011,$500000.00,Residential,Rsd Rnch/Splt Lvl,1370,20436,22,1.5,7,4 Bedrooms,2,0
2018,$261900,$358300,$620200,$261900,$358300,$620200,91 PETER SPRING RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1180,11/30/2011,$460000.00,Residential,Ranch,1581,27405,22,1 Story,8,4 Bedrooms,2,1
2017,$231900,$341200,$573100,$231900,$341200,$573100,91 PETER SPRING RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1180,11/30/2011,$460000.00,Residential,Ranch,1581,27405,22,1 Story,8,4 Bedrooms,2,1
2016,$204600,$306200,$510800,$204600,$306200,$510800,91 PETER SPRING RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1180,11/30/2011,$460000.00,Residential,Ranch,1581,27405,22,1 Story,8,4 Bedrooms,2,1
2018,$184800,$332100,$516900,$184800,$332100,$516900,22 PETER SPRING RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1190,05/18/2016,$565000.00,Residential,Ranch,1388,20436,22,1 Story,6 Rooms,3 Bedrooms,2,0
2017,$163900,$316200,$480100,$163900,$316200,$480100,22 PETER SPRING RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1190,05/18/2016,$565000.00,Residential,Ranch,1388,20436,22,1 Story,6 Rooms,3 Bedrooms,2,0
